"keyword","keywordType","category","subcategory","traffic","categoryRank","mostClickedOrganicAsin","mostClickedSpAsin","firstPageOrganicCoverage","firstPageSpSOV","overallSpSOV","overallSpACOS","overallSbSOV","overallSbACOS","duration"
"small almond","GENERIC","Grocery-Dried Fruits, Nuts & Seeds","Almonds","1-100","12350","B0B2D6P9NK","B09Q2CW669","16.08","39.02","30.77","5.95","39.62","0.00","7days"
"kaju and almonds dry fruits 1kg offers low price","GENERIC","Grocery-Dried Fruits, Nuts & Seeds","Almonds","1-100","12380","B0993BXH64","B07GQNM6N2","17.05","8.00","14.63","0.00","35.56","0.00","7days"
"pure mamra almonds 1kg","GENERIC","Grocery-Dried Fruits, Nuts & Seeds","Almonds","1-100","12402","B09RZRXJ1T","B08FGCYHF3","13.30","5.00","10.00","0.00","37.21","0.00","7days"
"happilo khumani dry fruits 1kg offer","GENERIC","Grocery-Dried Fruits, Nuts & Seeds","Almonds","1-100","12403","B01M04G25G","B01M04G25G","16.67","100.00","100.00","0.00","29.63","0.00","7days"
"dry cranberry sugar free","GENERIC","Grocery-Dried Fruits, Nuts & Seeds","Almonds","1-100","12470","B08RC79MN2","B07GQS1669","13.75","4.76","0.00","0.00","0.00","0.00","7days"
"almonds nutraj 1 kg","COMPETITOR","Grocery-Dried Fruits, Nuts & Seeds","Almonds","1-100","12482","B07JN5QNSK","B0992KMQYL","9.55","33.33","37.93","0.00","60.00","0.00","7days"
"almonds 1kg organic","GENERIC","Grocery-Dried Fruits, Nuts & Seeds","Almonds","1-100","12529","B0992KMQYL","B0992KMQYL","11.42","24.05","25.30","0.00","43.86","6.43","7days"
"almond gurbandi giri 1kg","GENERIC","Grocery-Dried Fruits, Nuts & Seeds","Almonds","1-100","12565","B0B42CT63F","B0B42CT63F","10.41","22.86","19.05","0.00","36.51","0.00","7days"
"badam gondh organic","GENERIC","Grocery-Dried Fruits, Nuts & Seeds","Almonds","1-100","12579","B08T72DMDX","B07QQDQ6YX","12.04","0.00","0.00","0.00","0.00","0.00","7days"
"roasted alomonds","GENERIC","Grocery-Dried Fruits, Nuts & Seeds","Almonds","1-100","12600","B01LYTLO7H","B09WRMDZ3G","12.64","0.00","0.00","0.00","0.00","0.00","7days"
"badam pappu 500g","GENERIC","Grocery-Dried Fruits, Nuts & Seeds","Almonds","1-100","12645","B07GQNQNJG","B084884GKX","10.64","37.50","28.57","0.00","56.00","0.00","7days"
"farmley protein mix","COMPETITOR","Grocery-Dried Fruits, Nuts & Seeds","Almonds","1-100","12650","B09LD3528Z","B09LD1S4RX","4.87","0.00","0.00","0.00","0.00","0.00","7days"
"eighty7 california almonds","GENERIC","Grocery-Dried Fruits, Nuts & Seeds","Almonds","1-100","12674","B075Z2DK9G","B07GQNM6N2","43.30","13.33","0.00","0.00","0.00","0.00","7days"
