"keyword","keywordType","category","subcategory","traffic","categoryRank","searchVolumeGrowthWOW","searchVolumeGrowthVsTrailing4WeekAvg","mostClickedOrganicAsin","mostClickedSpAsin","firstPageOrganicCoverage","firstPageSpSOV","overallSpSOV","overallSpACOS","overallSbSOV","overallSbACOS","duration"
"kajoo","GENERIC","Grocery-Dried Fruits, Nuts & Seeds","Cashews","100-1K","622","5.69","-3.41","B07H4XVFCK","B0992N4SCC","19.18","23.75","21.42","10.58","45.86","15.03","7days"
"macadamia nuts 1kg","GENERIC","Grocery-Dried Fruits, Nuts & Seeds","Cashews","100-1K","942","5.49","-21.84","B0BG82CMPC","B06WWNW77X","4.07","4.57","4.41","0.00","21.69","0.00","7days"
"cashew 1kg","GENERIC","Grocery-Dried Fruits, Nuts & Seeds","Cashews","10K-50K","46","5.11","13.45","B0992N4SCC","B0992N4SCC","17.31","34.49","25.56","14.09","48.79","17.37","7days"
"kaju 500 grams","GENERIC","Grocery-Dried Fruits, Nuts & Seeds","Cashews","1K-5K","174","5.06","-10.47","B09GNSDZVW","B08487XKYR","18.27","26.30","25.04","13.37","35.75","0.00","7days"
"masala cashew","GENERIC","Grocery-Dried Fruits, Nuts & Seeds","Cashews","100-1K","658","4.75","7.52","B099264CTM","B0BGJHDHPJ","12.77","11.36","9.56","0.00","38.50","0.00","7days"
"kaaju","GENERIC","Grocery-Dried Fruits, Nuts & Seeds","Cashews","1K-5K","329","4.50","-8.84","B08487XKYR","B07GQW1HHN","14.76","20.28","18.48","26.80","45.89","7.39","7days"
"kaju 500gm offers low price","GENERIC","Grocery-Dried Fruits, Nuts & Seeds","Cashews","100-1K","597","4.43","15.43","B08487XKYR","B08487XKYR","10.60","35.71","29.30","13.73","44.51","0.00","7days"
"athi dry fruit","GENERIC","Grocery-Dried Fruits, Nuts & Seeds","Cashews","1K-5K","414","4.34","15.21","B09HR6GDLV","B0758D65V3","18.08","4.54","3.10","5.43","53.95","34.78","7days"
"cashews 500g","GENERIC","Grocery-Dried Fruits, Nuts & Seeds","Cashews","10K-50K","14","4.30","4.60","B08487XKYR","B08487XKYR","11.69","28.39","25.46","16.68","41.48","37.85","7days"
"dry fruit gift box","GENERIC","Grocery-Dried Fruits, Nuts & Seeds","Cashews","100-1K","477","4.29","26.79","B08KQ6TWB8","B0BBDP8GR2","1.85","5.54","8.15","0.00","3.07","0.00","7days"
"happilo cashew","GENERIC","Grocery-Dried Fruits, Nuts & Seeds","Cashews","5K-10K","114","4.29","7.50","B01LZ5DPXD","B08487XKYR","66.87","45.72","43.85","12.97","53.33","45.56","7days"
"cashews","GENERIC","Grocery-Dried Fruits, Nuts & Seeds","Cashews","10K-50K","44","3.96","-4.33","B01LZ5DPXD","B08487XKYR","13.37","29.23","26.93","19.45","29.92","30.07","7days"
"cashew happilo","GENERIC","Grocery-Dried Fruits, Nuts & Seeds","Cashews","100-1K","1357","3.41","5.15","B01LZ5DPXD","B01LZ5DPXD","52.78","41.91","40.34","10.13","52.89","2.39","7days"
"1kg cashew","GENERIC","Grocery-Dried Fruits, Nuts & Seeds","Cashews","100-1K","861","3.22","-20.88","B0992N4SCC","B08487XKYR","8.83","17.76","15.67","15.72","44.73","0.00","7days"
"nuts","GENERIC","Grocery-Dried Fruits, Nuts & Seeds","Cashews","10K-50K","34","3.17","-1.84","B01LZ5DFW2","B09WRMXP9Z","28.50","10.65","11.65","29.62","26.99","40.65","7days"
"salted cashew","GENERIC","Grocery-Dried Fruits, Nuts & Seeds","Cashews","5K-10K","131","2.90","-0.78","B09314YCY4","B0B5LSKTD1","9.96","28.71","24.24","27.43","36.01","109.07","7days"
"masala cashews roasted","GENERIC","Grocery-Dried Fruits, Nuts & Seeds","Cashews","100-1K","1313","2.69","-29.79","B099264CTM","B0BGJHDHPJ","2.21","10.89","11.33","0.00","26.79","0.00","7days"
"cashews 200g","GENERIC","Grocery-Dried Fruits, Nuts & Seeds","Cashews","100-1K","1037","2.63","6.79","B01LZ5DPXD","B01LZ5DPXD","13.00","30.60","29.37","10.74","33.77","0.00","7days"
"cashews 250 grams","GENERIC","Grocery-Dried Fruits, Nuts & Seeds","Cashews","1K-5K","412","2.46","-1.54","B01LZ5DPXD","B01LZ5DPXD","21.78","43.19","38.04","19.03","52.13","1.75","7days"
"dry fruits gift box","GENERIC","Grocery-Dried Fruits, Nuts & Seeds","Cashews","1K-5K","350","1.92","22.13","B07XQ8QLML","B0BBDP8GR2","5.24","0.92","5.42","0.00","3.97","0.00","7days"
"cashew 1kg offers low price","GENERIC","Grocery-Dried Fruits, Nuts & Seeds","Cashews","100-1K","503","1.84","2.19","B07GQW1HHN","B08487XKYR","8.60","16.59","13.84","16.38","40.82","5.61","7days"
"kaju 250 grams","GENERIC","Grocery-Dried Fruits, Nuts & Seeds","Cashews","5K-10K","80","1.82","0.48","B07V3JH43F","B01LZ5DPXD","16.23","48.90","41.75","29.77","49.56","57.00","7days"
"salted cashews","GENERIC","Grocery-Dried Fruits, Nuts & Seeds","Cashews","100-1K","708","1.57","-4.78","B0B5LSKTD1","B0B5LSKTD1","25.15","27.92","26.94","8.08","40.91","0.00","7days"
"happilo cashews","GENERIC","Grocery-Dried Fruits, Nuts & Seeds","Cashews","100-1K","1155","1.13","-13.23","B01LZ5DPXD","B08487XKYR","64.77","26.23","25.80","12.05","48.81","0.00","7days"
"dry fruits","GENERIC","Grocery-Dried Fruits, Nuts & Seeds","Cashews","100K-200K","1","0.93","-2.34","B0BHJDKLKK","B08JZDG9CN","32.32","7.05","7.92","19.30","40.73","28.14","7days"
"cashews 500g broken","GENERIC","Grocery-Dried Fruits, Nuts & Seeds","Cashews","100-1K","1370","0.91","21.25","B075P324TN","B082622T73","8.46","19.22","17.29","0.00","40.82","3.38","7days"
"cashew nut","GENERIC","Grocery-Dried Fruits, Nuts & Seeds","Cashews","1K-5K","315","0.17","-4.41","B01LZ5DPXD","B08487XKYR","10.28","36.19","31.92","18.00","32.60","0.00","7days"
